image_id,label,path,file_name,extension,file_size_bytes,is_readable,width,height,mode,channels,format,error,split
img_000068,battery,data/garbage-classification-v2/standardized_256/battery/battery_16.jpg,battery_16.jpg,.jpg,18387,True,256,256,RGB,3,JPEG,,test
img_000069,battery,data/garbage-classification-v2/standardized_256/battery/battery_160.jpg,battery_160.jpg,.jpg,28788,True,256,256,RGB,3,JPEG,,train
img_000070,battery,data/garbage-classification-v2/standardized_256/battery/battery_161.jpg,battery_161.jpg,.jpg,8463,True,256,256,RGB,3,JPEG,,validation
img_000071,battery,data/garbage-classification-v2/standardized_256/battery/battery_162.jpg,battery_162.jpg,.jpg,23732,True,256,256,RGB,3,JPEG,,validation
img_000072,battery,data/garbage-classification-v2/standardized_256/battery/battery_163.jpg,battery_163.jpg,.jpg,11183,True,256,256,RGB,3,JPEG,,test
img_000073,battery,data/garbage-classification-v2/standardized_256/battery/battery_164.jpg,battery_164.jpg,.jpg,12991,True,256,256,RGB,3,JPEG,,validation
img_000074,battery,data/garbage-classification-v2/standardized_256/battery/battery_165.jpg,battery_165.jpg,.jpg,19548,True,256,256,RGB,3,JPEG,,test
img_000075,battery,data/garbage-classification-v2/standardized_256/battery/battery_166.jpg,battery_166.jpg,.jpg,17393,True,256,256,RGB,3,JPEG,,train
img_000076,battery,data/garbage-classification-v2/standardized_256/battery/battery_167.jpg,battery_167.jpg,.jpg,10138,True,256,256,RGB,3,JPEG,,train
img_000077,battery,data/garbage-classification-v2/standardized_256/battery/battery_168.jpg,battery_168.jpg,.jpg,15685,True,256,256,RGB,3,JPEG,,train
img_000078,battery,data/garbage-classification-v2/standardized_256/battery/battery_169.jpg,battery_169.jpg,.jpg,12200,True,256,256,RGB,3,JPEG,,train
img_000079,battery,data/garbage-classification-v2/standardized_256/battery/battery_17.jpg,battery_17.jpg,.jpg,10707,True,256,256,RGB,3,JPEG,,train
img_000080,battery,data/garbage-classification-v2/standardized_256/battery/battery_170.jpg,battery_170.jpg,.jpg,15434,True,256,256,RGB,3,JPEG,,train
img_000081,battery,data/garbage-classification-v2/standardized_256/battery/battery_171.jpg,battery_171.jpg,.jpg,19192,True,256,256,RGB,3,JPEG,,test
img_000082,battery,data/garbage-classification-v2/standardized_256/battery/battery_172.jpg,battery_172.jpg,.jpg,24250,True,256,256,RGB,3,JPEG,,test
img_000083,battery,data/garbage-classification-v2/standardized_256/battery/battery_173.jpg,battery_173.jpg,.jpg,12704,True,256,256,RGB,3,JPEG,,train
img_000084,battery,data/garbage-classification-v2/standardized_256/battery/battery_174.jpg,battery_174.jpg,.jpg,18864,True,256,256,RGB,3,JPEG,,train
img_000085,battery,data/garbage-classification-v2/standardized_256/battery/battery_175.jpg,battery_175.jpg,.jpg,24451,True,256,256,RGB,3,JPEG,,train
img_000086,battery,data/garbage-classification-v2/standardized_256/battery/battery_176.jpg,battery_176.jpg,.jpg,13058,True,256,256,RGB,3,JPEG,,train
img_000087,battery,data/garbage-classification-v2/standardized_256/battery/battery_177.jpg,battery_177.jpg,.jpg,6289,True,256,256,RGB,3,JPEG,,train
img_000088,battery,data/garbage-classification-v2/standardized_256/battery/battery_178.jpg,battery_178.jpg,.jpg,16709,True,256,256,RGB,3,JPEG,,validation
img_000089,battery,data/garbage-classification-v2/standardized_256/battery/battery_179.jpg,battery_179.jpg,.jpg,7870,True,256,256,RGB,3,JPEG,,train
img_000090,battery,data/garbage-classification-v2/standardized_256/battery/battery_18.jpg,battery_18.jpg,.jpg,12610,True,256,256,RGB,3,JPEG,,test
img_000091,battery,data/garbage-classification-v2/standardized_256/battery/battery_180.jpg,battery_180.jpg,.jpg,15670,True,256,256,RGB,3,JPEG,,train
img_000092,battery,data/garbage-classification-v2/standardized_256/battery/battery_181.jpg,battery_181.jpg,.jpg,7772,True,256,256,RGB,3,JPEG,,train
img_000093,battery,data/garbage-classification-v2/standardized_256/battery/battery_182.jpg,battery_182.jpg,.jpg,8671,True,256,256,RGB,3,JPEG,,train
img_000094,battery,data/garbage-classification-v2/standardized_256/battery/battery_183.jpg,battery_183.jpg,.jpg,10599,True,256,256,RGB,3,JPEG,,validation
img_000095,battery,data/garbage-classification-v2/standardized_256/battery/battery_184.jpg,battery_184.jpg,.jpg,16007,True,256,256,RGB,3,JPEG,,test
img_000096,battery,data/garbage-classification-v2/standardized_256/battery/battery_185.jpg,battery_185.jpg,.jpg,18145,True,256,256,RGB,3,JPEG,,test
img_000097,battery,data/garbage-classification-v2/standardized_256/battery/battery_186.jpg,battery_186.jpg,.jpg,9063,True,256,256,RGB,3,JPEG,,validation
img_000098,battery,data/garbage-classification-v2/standardized_256/battery/battery_187.jpg,battery_187.jpg,.jpg,8519,True,256,256,RGB,3,JPEG,,train
img_000099,battery,data/garbage-classification-v2/standardized_256/battery/battery_188.jpg,battery_188.jpg,.jpg,9522,True,256,256,RGB,3,JPEG,,train
img_000100,battery,data/garbage-classification-v2/standardized_256/battery/battery_189.jpg,battery_189.jpg,.jpg,13508,True,256,256,RGB,3,JPEG,,test
img_000101,battery,data/garbage-classification-v2/standardized_256/battery/battery_19.jpg,battery_19.jpg,.jpg,28098,True,256,256,RGB,3,JPEG,,train
img_000102,battery,data/garbage-classification-v2/standardized_256/battery/battery_190.jpg,battery_190.jpg,.jpg,11735,True,256,256,RGB,3,JPEG,,train
img_000103,battery,data/garbage-classification-v2/standardized_256/battery/battery_191.jpg,battery_191.jpg,.jpg,24386,True,256,256,RGB,3,JPEG,,train
img_000104,battery,data/garbage-classification-v2/standardized_256/battery/battery_192.jpg,battery_192.jpg,.jpg,14920,True,256,256,RGB,3,JPEG,,test
img_000105,battery,data/garbage-classification-v2/standardized_256/battery/battery_193.jpg,battery_193.jpg,.jpg,25287,True,256,256,RGB,3,JPEG,,test
img_000106,battery,data/garbage-classification-v2/standardized_256/battery/battery_194.jpg,battery_194.jpg,.jpg,20842,True,256,256,RGB,3,JPEG,,train
img_000107,battery,data/garbage-classification-v2/standardized_256/battery/battery_195.jpg,battery_195.jpg,.jpg,16434,True,256,256,RGB,3,JPEG,,train
img_000108,battery,data/garbage-classification-v2/standardized_256/battery/battery_196.jpg,battery_196.jpg,.jpg,15976,True,256,256,RGB,3,JPEG,,train
img_000109,battery,data/garbage-classification-v2/standardized_256/battery/battery_197.jpg,battery_197.jpg,.jpg,9758,True,256,256,RGB,3,JPEG,,validation
img_000110,battery,data/garbage-classification-v2/standardized_256/battery/battery_198.jpg,battery_198.jpg,.jpg,19624,True,256,256,RGB,3,JPEG,,train
img_000111,battery,data/garbage-classification-v2/standardized_256/battery/battery_199.jpg,battery_199.jpg,.jpg,12981,True,256,256,RGB,3,JPEG,,train
img_000112,battery,data/garbage-classification-v2/standardized_256/battery/battery_2.jpg,battery_2.jpg,.jpg,22419,True,256,256,RGB,3,JPEG,,train
img_000113,battery,data/garbage-classification-v2/standardized_256/battery/battery_20.jpg,battery_20.jpg,.jpg,12121,True,256,256,RGB,3,JPEG,,validation
img_000114,battery,data/garbage-classification-v2/standardized_256/battery/battery_200.jpg,battery_200.jpg,.jpg,7982,True,256,256,RGB,3,JPEG,,train
img_000115,battery,data/garbage-classification-v2/standardized_256/battery/battery_201.jpg,battery_201.jpg,.jpg,19857,True,256,256,RGB,3,JPEG,,test
img_000116,battery,data/garbage-classification-v2/standardized_256/battery/battery_202.jpg,battery_202.jpg,.jpg,14117,True,256,256,RGB,3,JPEG,,train
img_000117,battery,data/garbage-classification-v2/standardized_256/battery/battery_203.jpg,battery_203.jpg,.jpg,16808,True,256,256,RGB,3,JPEG,,train
img_000118,battery,data/garbage-classification-v2/standardized_256/battery/battery_204.jpg,battery_204.jpg,.jpg,10927,True,256,256,RGB,3,JPEG,,validation
img_000119,battery,data/garbage-classification-v2/standardized_256/battery/battery_205.jpg,battery_205.jpg,.jpg,24267,True,256,256,RGB,3,JPEG,,train
img_000120,battery,data/garbage-classification-v2/standardized_256/battery/battery_206.jpg,battery_206.jpg,.jpg,14820,True,256,256,RGB,3,JPEG,,train
img_000121,battery,data/garbage-classification-v2/standardized_256/battery/battery_207.jpg,battery_207.jpg,.jpg,24130,True,256,256,RGB,3,JPEG,,train
img_000122,battery,data/garbage-classification-v2/standardized_256/battery/battery_208.jpg,battery_208.jpg,.jpg,18995,True,256,256,RGB,3,JPEG,,train
img_000123,battery,data/garbage-classification-v2/standardized_256/battery/battery_209.jpg,battery_209.jpg,.jpg,19526,True,256,256,RGB,3,JPEG,,train
img_000124,battery,data/garbage-classification-v2/standardized_256/battery/battery_21.jpg,battery_21.jpg,.jpg,20485,True,256,256,RGB,3,JPEG,,validation
img_000125,battery,data/garbage-classification-v2/standardized_256/battery/battery_210.jpg,battery_210.jpg,.jpg,14175,True,256,256,RGB,3,JPEG,,train
img_000126,battery,data/garbage-classification-v2/standardized_256/battery/battery_211.jpg,battery_211.jpg,.jpg,12308,True,256,256,RGB,3,JPEG,,train
img_000127,battery,data/garbage-classification-v2/standardized_256/battery/battery_212.jpg,battery_212.jpg,.jpg,12551,True,256,256,RGB,3,JPEG,,train
img_000128,battery,data/garbage-classification-v2/standardized_256/battery/battery_213.jpg,battery_213.jpg,.jpg,16814,True,256,256,RGB,3,JPEG,,test
img_000129,battery,data/garbage-classification-v2/standardized_256/battery/battery_214.jpg,battery_214.jpg,.jpg,9303,True,256,256,RGB,3,JPEG,,validation
img_000130,battery,data/garbage-classification-v2/standardized_256/battery/battery_215.jpg,battery_215.jpg,.jpg,15002,True,256,256,RGB,3,JPEG,,train
img_000131,battery,data/garbage-classification-v2/standardized_256/battery/battery_216.jpg,battery_216.jpg,.jpg,18418,True,256,256,RGB,3,JPEG,,train
img_000132,battery,data/garbage-classification-v2/standardized_256/battery/battery_217.jpg,battery_217.jpg,.jpg,5957,True,256,256,RGB,3,JPEG,,validation
img_000133,battery,data/garbage-classification-v2/standardized_256/battery/battery_218.jpg,battery_218.jpg,.jpg,19172,True,256,256,RGB,3,JPEG,,train
img_000134,battery,data/garbage-classification-v2/standardized_256/battery/battery_219.jpg,battery_219.jpg,.jpg,11953,True,256,256,RGB,3,JPEG,,train
img_000135,battery,data/garbage-classification-v2/standardized_256/battery/battery_22.jpg,battery_22.jpg,.jpg,7882,True,256,256,RGB,3,JPEG,,train
img_000136,battery,data/garbage-classification-v2/standardized_256/battery/battery_220.jpg,battery_220.jpg,.jpg,19843,True,256,256,RGB,3,JPEG,,validation
img_000137,battery,data/garbage-classification-v2/standardized_256/battery/battery_221.jpg,battery_221.jpg,.jpg,13005,True,256,256,RGB,3,JPEG,,train
img_000138,battery,data/garbage-classification-v2/standardized_256/battery/battery_222.jpg,battery_222.jpg,.jpg,9434,True,256,256,RGB,3,JPEG,,train
img_000139,battery,data/garbage-classification-v2/standardized_256/battery/battery_223.jpg,battery_223.jpg,.jpg,21561,True,256,256,RGB,3,JPEG,,train
img_000140,battery,data/garbage-classification-v2/standardized_256/battery/battery_224.jpg,battery_224.jpg,.jpg,13402,True,256,256,RGB,3,JPEG,,train
img_000141,battery,data/garbage-classification-v2/standardized_256/battery/battery_225.jpg,battery_225.jpg,.jpg,14917,True,256,256,RGB,3,JPEG,,train
img_000142,battery,data/garbage-classification-v2/standardized_256/battery/battery_226.jpg,battery_226.jpg,.jpg,9195,True,256,256,RGB,3,JPEG,,validation
img_000143,battery,data/garbage-classification-v2/standardized_256/battery/battery_227.jpg,battery_227.jpg,.jpg,6660,True,256,256,RGB,3,JPEG,,test
img_000144,battery,data/garbage-classification-v2/standardized_256/battery/battery_228.jpg,battery_228.jpg,.jpg,22243,True,256,256,RGB,3,JPEG,,train
img_000145,battery,data/garbage-classification-v2/standardized_256/battery/battery_229.jpg,battery_229.jpg,.jpg,7693,True,256,256,RGB,3,JPEG,,train
img_000146,battery,data/garbage-classification-v2/standardized_256/battery/battery_23.jpg,battery_23.jpg,.jpg,16394,True,256,256,RGB,3,JPEG,,train
img_000147,battery,data/garbage-classification-v2/standardized_256/battery/battery_230.jpg,battery_230.jpg,.jpg,17763,True,256,256,RGB,3,JPEG,,test
img_000148,battery,data/garbage-classification-v2/standardized_256/battery/battery_231.jpg,battery_231.jpg,.jpg,23596,True,256,256,RGB,3,JPEG,,train
img_000149,battery,data/garbage-classification-v2/standardized_256/battery/battery_232.jpg,battery_232.jpg,.jpg,11639,True,256,256,RGB,3,JPEG,,train
img_000150,battery,data/garbage-classification-v2/standardized_256/battery/battery_233.jpg,battery_233.jpg,.jpg,12930,True,256,256,RGB,3,JPEG,,train
img_000151,battery,data/garbage-classification-v2/standardized_256/battery/battery_234.jpg,battery_234.jpg,.jpg,16551,True,256,256,RGB,3,JPEG,,train
img_000152,battery,data/garbage-classification-v2/standardized_256/battery/battery_235.jpg,battery_235.jpg,.jpg,14764,True,256,256,RGB,3,JPEG,,train
img_000153,battery,data/garbage-classification-v2/standardized_256/battery/battery_236.jpg,battery_236.jpg,.jpg,21080,True,256,256,RGB,3,JPEG,,train
img_000154,battery,data/garbage-classification-v2/standardized_256/battery/battery_237.jpg,battery_237.jpg,.jpg,16232,True,256,256,RGB,3,JPEG,,train
img_000155,battery,data/garbage-classification-v2/standardized_256/battery/battery_238.jpg,battery_238.jpg,.jpg,13026,True,256,256,RGB,3,JPEG,,train
img_000156,battery,data/garbage-classification-v2/standardized_256/battery/battery_239.jpg,battery_239.jpg,.jpg,12758,True,256,256,RGB,3,JPEG,,train
img_000157,battery,data/garbage-classification-v2/standardized_256/battery/battery_24.jpg,battery_24.jpg,.jpg,26433,True,256,256,RGB,3,JPEG,,validation
img_000158,battery,data/garbage-classification-v2/standardized_256/battery/battery_240.jpg,battery_240.jpg,.jpg,6338,True,256,256,RGB,3,JPEG,,train
img_000159,battery,data/garbage-classification-v2/standardized_256/battery/battery_241.jpg,battery_241.jpg,.jpg,16825,True,256,256,RGB,3,JPEG,,train
img_000160,battery,data/garbage-classification-v2/standardized_256/battery/battery_242.jpg,battery_242.jpg,.jpg,20064,True,256,256,RGB,3,JPEG,,test
img_000161,battery,data/garbage-classification-v2/standardized_256/battery/battery_243.jpg,battery_243.jpg,.jpg,17131,True,256,256,RGB,3,JPEG,,train
img_000162,battery,data/garbage-classification-v2/standardized_256/battery/battery_244.jpg,battery_244.jpg,.jpg,14818,True,256,256,RGB,3,JPEG,,validation
img_000163,battery,data/garbage-classification-v2/standardized_256/battery/battery_245.jpg,battery_245.jpg,.jpg,11801,True,256,256,RGB,3,JPEG,,train
img_000164,battery,data/garbage-classification-v2/standardized_256/battery/battery_246.jpg,battery_246.jpg,.jpg,14696,True,256,256,RGB,3,JPEG,,test
img_000165,battery,data/garbage-classification-v2/standardized_256/battery/battery_247.jpg,battery_247.jpg,.jpg,12804,True,256,256,RGB,3,JPEG,,train
img_000166,battery,data/garbage-classification-v2/standardized_256/battery/battery_248.jpg,battery_248.jpg,.jpg,12662,True,256,256,RGB,3,JPEG,,validation
img_000167,battery,data/garbage-classification-v2/standardized_256/battery/battery_249.jpg,battery_249.jpg,.jpg,11888,True,256,256,RGB,3,JPEG,,test
img_000168,battery,data/garbage-classification-v2/standardized_256/battery/battery_25.jpg,battery_25.jpg,.jpg,20018,True,256,256,RGB,3,JPEG,,test
img_000169,battery,data/garbage-classification-v2/standardized_256/battery/battery_250.jpg,battery_250.jpg,.jpg,13240,True,256,256,RGB,3,JPEG,,train
img_000170,battery,data/garbage-classification-v2/standardized_256/battery/battery_251.jpg,battery_251.jpg,.jpg,18625,True,256,256,RGB,3,JPEG,,validation
img_000171,battery,data/garbage-classification-v2/standardized_256/battery/battery_252.jpg,battery_252.jpg,.jpg,18136,True,256,256,RGB,3,JPEG,,train
img_000172,battery,data/garbage-classification-v2/standardized_256/battery/battery_253.jpg,battery_253.jpg,.jpg,15856,True,256,256,RGB,3,JPEG,,train
img_000173,battery,data/garbage-classification-v2/standardized_256/battery/battery_254.jpg,battery_254.jpg,.jpg,21676,True,256,256,RGB,3,JPEG,,train
img_000174,battery,data/garbage-classification-v2/standardized_256/battery/battery_255.jpg,battery_255.jpg,.jpg,26523,True,256,256,RGB,3,JPEG,,train
img_000175,battery,data/garbage-classification-v2/standardized_256/battery/battery_256.jpg,battery_256.jpg,.jpg,13915,True,256,256,RGB,3,JPEG,,train
img_000176,battery,data/garbage-classification-v2/standardized_256/battery/battery_257.jpg,battery_257.jpg,.jpg,9675,True,256,256,RGB,3,JPEG,,test
img_000177,battery,data/garbage-classification-v2/standardized_256/battery/battery_258.jpg,battery_258.jpg,.jpg,14944,True,256,256,RGB,3,JPEG,,train
img_000178,battery,data/garbage-classification-v2/standardized_256/battery/battery_259.jpg,battery_259.jpg,.jpg,14694,True,256,256,RGB,3,JPEG,,train
img_000179,battery,data/garbage-classification-v2/standardized_256/battery/battery_26.jpg,battery_26.jpg,.jpg,14916,True,256,256,RGB,3,JPEG,,train
img_000180,battery,data/garbage-classification-v2/standardized_256/battery/battery_260.jpg,battery_260.jpg,.jpg,20098,True,256,256,RGB,3,JPEG,,train
img_000181,battery,data/garbage-classification-v2/standardized_256/battery/battery_261.jpg,battery_261.jpg,.jpg,10416,True,256,256,RGB,3,JPEG,,train
img_000182,battery,data/garbage-classification-v2/standardized_256/battery/battery_262.jpg,battery_262.jpg,.jpg,15962,True,256,256,RGB,3,JPEG,,train
img_000183,battery,data/garbage-classification-v2/standardized_256/battery/battery_263.jpg,battery_263.jpg,.jpg,10348,True,256,256,RGB,3,JPEG,,validation
img_000184,battery,data/garbage-classification-v2/standardized_256/battery/battery_264.jpg,battery_264.jpg,.jpg,23810,True,256,256,RGB,3,JPEG,,train
img_000185,battery,data/garbage-classification-v2/standardized_256/battery/battery_265.jpg,battery_265.jpg,.jpg,13635,True,256,256,RGB,3,JPEG,,train
